id,group_name,num_members,pagerank
1622500,Boost Nashville - The Business Networking Group!,799,0.39634735335550125
18660552,The Nashville TENNISseans,508,0.39613790087495665
6928642,Middle Tennessee Sierra Club Outings and Adventures,3509,0.3957050663216797
25996638,Music Row Professional Group,10,0.3947458284657793
18243826,Middle TN 40+ singles,2583,0.39169805147652315
12847372,Mount Juliet/Wilson County Hiking & Outdoors,802,0.38880424492710136
21192621,Nashville Ambitious Women,64,0.3886164375006315
20806988,Events of the Camera Club Council of Tennessee,318,0.38779208976083823
17686062,Williamson County Ruby Meetup,80,0.3874440142876072
18297014,Nashville Christian Singles,1683,0.38408660676713274
5618532,Nashville Salesforce Admins & Developers Group,501,0.38216627188485036
19528743,Nashville Real Estate Investor Network,441,0.3819005431680972
26090658,Grace Business Networking Group,20,0.3805512394284134
18549438,NashDash Dating!,1769,0.3790145415065621
19847832,"Chicago Cubs, Blackhawks and Bears Fans near Nashville",341,0.37452975078086703
11776502,NASHVILLE REIKI & OILS,610,0.3740810571953456
21957723,GKIC Nashville Chapter Business Building Meetup,181,0.3731604271281429
11184352,Nashville Bitcoin Meetup,322,0.36799875440720686
191516,Vegan Food & Friends,850,0.36699205669763507
8796112,Nashville ColdFusion User Group,41,0.36453682658557696
1581956,Metro Nashville German Meetup Group,52,0.36424675233959847
1505523,Strictly Belcourt,1729,0.3627693662130096
227528,Nashville Spanish Meetup,1417,0.3624598866113499
25521445,Nashville: CryptoCurrency University,104,0.3620238929980119
16607822,Nashville Virtual Reality Meetup,995,0.35929397887245673
405938,MTRAS ~ MidTn Robotic Arts Society,525,0.3591115438395394
25471951,Franklin Gaming and Comics,53,0.3553597305353155
19680612,Nashville Free Guitar Lesson Meetup,469,0.3493689124320121
1029550,The Nashville/Brentwood Cigar Aficionado's Meetup,429,0.3492814392623366
20421535,Explorer Chicks of Nashville: Adventure Awaits!,921,0.34664391712771164
21390741,The Nashville Big Red Machine,16,0.3462118567369306
1526075,Nashville Area Gamer Association - NAGA,2730,0.34582651820434707
23040833,Franklin Death Cafe,31,0.3456046240481984
21174496,20's & 30's Women looking for girlfriends,2782,0.34547319117704245
8805172,Nashville Wiener Romp,499,0.34487028097041955
24446290,Spiritist Study Group,23,0.3439452244630181
10426762,Women 'n' Wine of Green Hills,401,0.3410325787098587
17894222,Nashville Hadoop Users Group,296,0.34036999705063237
11375762,Music City Drinking Buddies,2021,0.340027364449586
14775182,Nashville Travel Meetup,370,0.3373648844010076
6230672,Bellevue Area Meetup: Meet New Friends!,493,0.3365663713004402
20338101,GEEK by AKEIN Engineering,62,0.33571979213247793
8968172,Nashville's New Business Owners,326,0.3354475574866248
16548342,Piano Music Lovers of Nashville,88,0.3352458558859835
10000962,T-VOE: Tennessee Voice Over Exchange,72,0.3349439063936774
11077852,Sunday Assembly Nashville,918,0.3335275656817454
18642226,Nashville Tennis Lessons,138,0.3334662853888482
20065975,TwitchNashville,187,0.3332685537058491
16536012,Meet Mount Juliet Networking Mixer,678,0.33161937164318184
8540732,Nashville Spiritual Experiences Group,160,0.3292528809991513
13288852,James K. Polk Toastmasters,84,0.32787788180661953
22643488,Nashville Psychedelic Society,97,0.32665576371246596
23984060,Franklin Essential Oils,39,0.3264867714534674
19249559,Climb Nashville Meetup,933,0.32629244804558344
1780720,The Inter-Religious Conversation,577,0.32605434799548727
24568502,Movie Meet up at Big East Fork,50,0.32233519809875694
18953664,Nashville Farm to Fork,683,0.322287680386259
7694232,Women of Purpose and Power,105,0.3220038836392963
217795,Single in the City Live,1570,0.3219722455853972
18414491,Women'n'Wine of Murfreesboro,114,0.3219631205289084
20836828,Black Women Read Book Club,35,0.320883479575994
24584525,You are a Badass!,591,0.31858235200400853
25397992,the New World is in Order!,73,0.3181663809358277
18944977,Aussies in Nashville,77,0.316683955160102
19218850,Greater Nashville Healthcare Analytics,764,0.3165408961013975
18795154,Big East Fork Folk / Jazz Music Meetup,532,0.31617281655520674
4064562,The Whole Wealth Club,137,0.31485163763137874
20780059,Movies with Heide,186,0.3141046678650552
20377949,Nashville Comedy Meetup,326,0.31401508936801326
22985677,Nashville Investment Angels,47,0.3122966087930256
25076888,Nashville QA,64,0.3120527779035464
24431556,Random Nashville Fun,254,0.3116033307135325
18549379,Craft Beer Lovers of Nashville Meetup,906,0.31151500482975164
25150760,Real Estate and Coffee in Smyrna,34,0.3107414238638084
1169709,Nashville Filmmakers,1189,0.3105050777986659
1358081,Nashville Online Business Strategy Meetup,1447,0.3086838238422517
18602480,Nashville Skiing Meetup,477,0.3085621913015055
22585660,"Wine, Women, and the World",1035,0.30767364716554046
1665418,Music City Tango,401,0.3073841530144927
24316830,Opening,92,0.305047961271809
25117452,Maintaining Your Balance,168,0.3047100758628158
19333013,Tennessee Red Rock Adventurers,479,0.3028982123908852
20822884,iProduce BNA - Pro iPhone / iPad camera / RESIST / Meetup,27,0.30289214949872967
528705,Music City Wine Enthusiasts,1094,0.3025973238062474
23394559,Girls Night Out Bunco For WOMEN Meetup,50,0.301548280451118
19100119,"Soul Evolution, Ascension & Beyond of Nashville",151,0.3012180485336797
20166757,Science Club Nashville,281,0.29914716899251714
19496778,Nashville Parents of Children with Dyslexia Support Group,21,0.2987891526638632
4126912,Nashville Online Entrepreneurs,1532,0.2986196250320763
14566132,Nashville ADHD Adults,359,0.2985035367421689
25934999,Karate at the Park,80,0.29836461645917434
19708553,Nashville Cooking Lessons Meetup,557,0.29813542500440643
22771879,Bananas For Bananagrams,65,0.297259938042639
2305281,Nashville Cohousing Group,282,0.2966745893352007
1431882,Nashville Outdoor Adventures Club,1328,0.2949908528162407
4268372,Nashville Search Engine Marketing Meetup,136,0.29478344645351506
18456837,Nashville Sailing,280,0.2946974745897746
23112117,"Philosophy, Science, Religion and Ethics.",74,0.2943516193452142
1354051,Nashville Amnesty International,577,0.2942333739242426
1805550,"A Course in Miracles Study Group, Nashville",505,0.2938972506233081
19094001,Middle Tennessee Entrepreneurs MasterMind Meetup,366,0.2925954788293266
19108156,Nashville Startup Founder 101,1199,0.2922308287622527
20440175,NASHVILLE WRITERS HOUSE,503,0.2920556644895712
5327862,Nashville Animal Advocacy,344,0.2915307603960446
24619540,East Nashville YA Lit!,50,0.2902558800357218
18286946,Dine and Unwind in East Nashville,2667,0.28888785493512337
18634990,Nashville Scrabble Meetup,460,0.28729895759282964
11131552,Hiking Club of Nashville and Suburbs,3381,0.2872865608073483
8771812,The Nashville Microsoft Azure Users Group,651,0.28658109057063547
22437242,Franklin/Nashville Cool Family Meetup,99,0.2864234614049724
1786237,Nashville Pick-a-Flick,868,0.2863736576259316
23285340,Greater Nashville Democrats 30+ Social Network,174,0.28592380763390474
19277993,Nashville DevOps Meetup,502,0.28553611655490435
1274150,Unity of Nashville Spirituality Meetup Group,1187,0.28514399615064084
4063542,Networking for Charity,1615,0.28493636480652645
25357512,Interfaith Scripture Study,41,0.2842580250214238
19827046,Nashville Hydroponics / Aquaponics Meetup,429,0.2837854785218716
22993273,Networking Today Int'l -Middle Tennessee,127,0.28347876497972424
18714758,Nashville Socials and Events!,2634,0.28337691895823003
11938732,Conscious Nashville,90,0.2830060922117529
18629337,The Nashville Football Giants,109,0.2829931963960707
1405630,Nashville Sustainability Events Group,618,0.2827301731767546
18850080,NashReact,438,0.2824708368136267
19266450,"Rikian Exerciser Fitness Fans - Franklin, TN",32,0.2812111314583684
20124638,Social Entrepreneurs of Nashville,44,0.2809476352168278
21747934,Nashville Gay Men Explorer Group,274,0.2806941691889208
20583464,Mediumship and Intuitive Development Circle of Nashville,234,0.27990063652936215
15335602,Brentwood TN Conversational Spanish Language Meetup Group,315,0.2780093768554822
4631582,Nashville Daoist (Taoist) & Chinese Philosophy Meetup Group,192,0.27755585231679725
26040985,Spanish Group Downtown,36,0.2774758046099583
18665368,Second Saturday Divorce Workshop for Women,143,0.2770549088701247
11626822,Nashville Digital Marketing Meetup,389,0.2766941194774209
18816443,Bucketlisted : Coveted Travel & Life Experiences,95,0.27646950119097347
1665349,East Nashville Book Club,249,0.276206564004029
6629622,North Nashville Party Chicks,435,0.2761773021934355
20182158,Green Hills Stampin' and Scrapbooking Meetup,57,0.27491799282039764
16877932,Nashville Lisp Sync,152,0.27475887101461494
3870752,Nashville Foam Fighting - Dur Demarion - Belegarth,589,0.273700875353945
23595967,A Guide to Regenerative Healing thru Nature's Abundance,324,0.273641520542418
19904711,NashSec,107,0.2724606524589723
20269464,Philadelphia Eagles Fans In Nashville,90,0.2715867523848289
19852452,Nashville Cardinals Club,51,0.27148235201425497
21686664,Gallatin Makerspace,118,0.2713950345765311
16140462,40 and over gay men for social gatherings,200,0.2709130529357829
25648018,Smashville Singles Coed 25-40ish,314,0.2704410626874542
981249,Art of Living,1106,0.2701025260426092
24153712,SoulScaped Living,84,0.2699234070998026
18567736,MHO Nashville Active Adventures,1696,0.2696604299804452
21262880,Amway Business Opportunity Info Session,77,0.2690608000981736
18977219,Nashville Professional Photography Meetup by ASMP Tennessee,206,0.2687404681979462
19011903,TGIT =Thank Goodness It's THURSDAY Happy Hour & Business,603,0.2683566933477435
21522768,Nashville Ladies' Book Club,47,0.26827716293998527
20947040,Nashville Blockchain Meetup,517,0.26821110762762945
20368282,"Mimosas, Brunch and Network",103,0.26754980893453606
16321082,Nashville Cloudera User Group,101,0.26705836453672993
24039540,Get Out 'N Game - Nashville,188,0.2663706603053679
1307837,Mid-TN Scrapbooking Club,520,0.2654207334451046
1179719,Nashvegans!,965,0.2652754535357775
18266348,Nashville World Travelers,1226,0.2643520409536696
1417288,"The Nashville Singer, Musician and Songwriter Meetup Group",2060,0.26426163385733564
20402980,Nashville Dungeon Delvers,124,0.26424057627266323
14557662,Tintri Nashville - VMaware storage,67,0.26380151537268015
5882552,Nashville and Tennessee History,1422,0.26372247669178683
26018023,Nashville Krishna Bhakti Yoga Meetup,33,0.2632709213283112
1396244,Live Music Metropolis - Nashville Chapter,3765,0.2632588410847289
998413,Cumberland Green Bioregional Council,240,0.26306921567324815
18626981,Nashville Meditation and Hypnosis,563,0.26306921567324815
13532852,Nashville Children in Nature,654,0.26302466747491166
22374557,1-on-1 Conversations Nashville,289,0.2630168998706752
168014,The Nashville Writers Meetup,3286,0.26268864791187
25903892,The Costumed Revelers,26,0.2626622175567876
25129130,Tennessee Red Hat User Group (RHUG),81,0.2626443763386831
7263452,TuneTown Show Chorus,131,0.26248197121213934
1292918,The Middle TN Red Sox Nation Meetup Group,330,0.2624609003808686
24811380,Marigolds Author Group + Travel Club for Christian Women 50+,10,0.2622157137935347
18658376,Extraterrestrials,136,0.2622109387466345
19556549,Inner Engineering Nashville (Isha Yoga & Meditation Classes),1103,0.2617812632744541
24277119,Coed Social (late 20's & 30's),303,0.26155061815457126
25641512,Hendersonville Area Active/Outdoor Lifestyle,91,0.26086691535056505
24553853,Franklin Natural Health Group,107,0.2596750338058137
24925734,The Country Club of Downtown Nashville (20s & 30s),69,0.25943322697885923
23816722,Nashville Wanderlusters,643,0.25938326097491615
24125934,Murfreesboro Web Development Meetup,43,0.25924915474455806
1433893,NashvilleTech,886,0.259068323596421
24743042,"Nashville Girl's Night Out - Shopping, Networking, + More",414,0.2587023720775677
8548902,20/30 something couples in Nashville!~,398,0.2587023720775677
23456513,California Relocation Club,276,0.2587023720775677
18821254,Nashville Business Strategy Meetup,2,0.258080924687517
19198182,Arts Council of Williamson County,84,0.258080924687517
22808815,Center for Spiritual Living Nashville,191,0.2577526727287118
20068490,Pranic Healing Nashville,128,0.25755151786572733
1585196,Tennessee Hiking Group,4828,0.25755151786572733
22485402,Hendersonville-Goodlettsville Area Walking/Outdoor Activity,164,0.257496030025038
22920407,Franklin Social Networking Meetup,87,0.257496030025038
18849449,Music City Women of coursge &  strength,304,0.257496030025038
25481468,Outdoor Afro-Nashville,113,0.257496030025038
25327081,"The Estuary - Mindfulness, Self-Care, and Support Community",200,0.257496030025038
1671273,Skeleton Cru,678,0.2573251722774164
21651228,Nashville Music Performance Playground,14,0.25676286791997627
25717708,"RfR - Nashville, TN",43,0.25676286791997627
21043417,Nashville Professional Referral Club TEAM Chapter,320,0.25624732689414237
13728662,Single Adult Ministry @ Brentwood United Methodist Church,459,0.25624732689414237
18964683,Nashville Nonprofit Meetup,32,0.25624732689414237
1507431,Euchre in Nashville,427,0.25595555406324483
20586888,Nashville Women & Beauty,5,0.25595555406324483
18604107,Middle Tennessee Kayak Lessons Meetup,1824,0.25595555406324483
20931376,Walk and Talk Meetup,493,0.25595555406324483
19824779,Nashville BarkHappy Dog Meetup,243,0.25595555406324483
19256403,Nashville Startup: Idea to IPO,210,0.2540683231133667
18764206,West Nashville/Bellevue Conversation Cafe,48,0.2540683231133667
18230606,Nashville Hearthstone Fireside Gathering,203,0.2540683231133667
20224806,Doing The Impossible,107,0.2540683231133667
1456007,EDIBLE WEED WALKS and PLANT CLASSES,1649,0.2540683231133667
25482608,Startup Nashville,162,0.2540683231133667
20793609,Seniors Social Dance Night,39,0.2540683231133667
20352209,The Right Alternative,79,0.2540683231133667
25528010,Nashville Date4Eight Singles,386,0.2540683231133667
21724210,Nashville Beauty Industry Meetup,160,0.2540683231133667
3290412,"\"\"\"New Moon Monthly Energy Workshop\"\"\"",50,0.2540683231133667
8900412,Sumner County Libertarian Party,77,0.2540683231133667
9710012,Nashville's Gluten Free Dinner Club & Celiac Support Assoc.,217,0.2540683231133667
24038214,Hendersonville Area Casual Softball,34,0.2540683231133667
19099815,Escape The Rat Race With Real Estate Investing!!,444,0.2540683231133667
25273815,Nashville Wakeboard Cumberland Riv Commodore-Rock Harbor,40,0.2540683231133667
26079417,IIBA Nashville Chapter Meetup,13,0.2540683231133667
26140018,Fight against Alzheimer’s Disease/Walk'n to End ALZ,3,0.2540683231133667
18638819,Project Worship,111,0.2540683231133667
21306620,Nashville Preds NHL,130,0.2540683231133667
23168220,Nashville Real Estate Investor Entourage,83,0.2540683231133667
24786221,Nashville Podcasting for Music & Business,43,0.2540683231133667
24107423,"witchcraft united - leading, teaching, learning & practicing",9,0.2540683231133667
24860224,Middle Tennessee Foster Care and Adoption Meetup,18,0.2540683231133667
20647425,ML/JP Dance Music Family,97,0.2540683231133667
26264825,The Goddess Tribe,61,0.2540683231133667
21277425,All Things German Book Club,50,0.2540683231133667
1563026,"I am Happy Project - Brentwood, TN",231,0.2540683231133667
24616027,Nashville Magento Meetup,32,0.2540683231133667
18549827,Living Wholeheartedly: The Daring Way™ Nashville,399,0.2540683231133667
25489627,GALavant Outdoors,287,0.2540683231133667
25777628,Nashville SQL for Newbies,102,0.2540683231133667
20216630,Konexus - Young Professionals of Nashville,52,0.2540683231133667
17820032,Nashville IAM User Group,83,0.2540683231133667
22140032,Network Marketing|MLM Group,49,0.2540683231133667
4515232,Nashville Insurance Professionals,60,0.2540683231133667
25694632,Networking in The Nations,37,0.2540683231133667
22608632,SupNashville: Customer Support and Success Meetup,44,0.2540683231133667
20025834,Nashville Social Media Enthusiasts,87,0.2540683231133667
19062235,Brentwood Bible Study,156,0.2540683231133667
26000035,Nashville Freelance Creatives,223,0.2540683231133667
26290037,Nashville Digital Currency Ecommerce Opportunity Event,6,0.2540683231133667
26294237,Cryptocurrency And Ecommerce,38,0.2540683231133667
19922637,East Nashville Women Mean Business,60,0.2540683231133667
21954237,"Moms, Wine, And Kiddos",169,0.2540683231133667
23570439,"Big, Fine &  Fabolous",43,0.2540683231133667
1276241,Brentwood Sales & Marketing Meetup Group,177,0.2540683231133667
22288842,Bellevue Moms Meetup,28,0.2540683231133667
12238842,Nashville Axis & Allies Meetup,115,0.2540683231133667
26232242,Nashville Craft Party,44,0.2540683231133667
20351444,Middle TN First Time Home Buyers Meetup,43,0.2540683231133667
24034447,Middle Tennessee Autoimmune Protocol (AIP) Meetup,18,0.2540683231133667
21134448,Nashville Gophers,73,0.2540683231133667
